member_group,group,start_date,evidence
MOTOROLA SOLUTIONS AUSTRALIA,Lunik Pty Ltd,2023-02-03,https://lobbyists.ag.gov.au/register
Mott Macdonald,McCredie Partners Pty Ltd,2024-05-01,https://lobbyists.ag.gov.au/register
Mount Pritchard & District Community Club Ltd,Cornerstone Group Australia Pty Ltd,2024-07-10,https://lobbyists.ag.gov.au/register
Mounties Group,Premier State Consulting Pty Ltd,2013-02-20,https://lobbyists.ag.gov.au/register
Mounties Group,PremierNational Pty Ltd,2018-02-13,https://lobbyists.ag.gov.au/register
Mr Chris Hawthorne,Dr Cameron Francis Hogan,2024-07-09,https://lobbyists.ag.gov.au/register
Mr John Star,Dr Cameron Francis Hogan,2024-07-09,https://lobbyists.ag.gov.au/register
Ms Dianne Elizabeth Strickland,BusinessAide Pty Ltd,2022-01-04,https://lobbyists.ag.gov.au/register
Ms Kimberly Kram,Dr Cameron Francis Hogan,2024-07-09,https://lobbyists.ag.gov.au/register
"Ms. Tanya Phillips, Manager, BlueScope Youth Orchestra.",Yogya Santai Pty Ltd,2023-02-07,https://lobbyists.ag.gov.au/register
Mt Barker Council (SA),Iain Evans as Trustee for the Iain Evans Consulting Trust,2018-10-23,https://lobbyists.ag.gov.au/register
MTM Critical Minerals,CGM Communications Pty Ltd,2024-07-12,https://lobbyists.ag.gov.au/register
MUFG Pension & Market Services Holdings Limited,GRACosway Pty Ltd,2024-10-14,https://lobbyists.ag.gov.au/register
Mulawa Management Pty Ltd,Paramul Pty Ltd,2020-02-12,https://lobbyists.ag.gov.au/register
MULTIPLE SCLEROSIS RESEARCH AUSTRALIA LIMITED,Dunn & Co Advisory Pty Ltd,2024-12-11,https://lobbyists.ag.gov.au/register
Multiplex Constructions Pty Ltd,TG Public Affairs Pty Ltd,2022-04-14,https://lobbyists.ag.gov.au/register
Mundipharma Pty Ltd,Kirchmann Management Consultants Pty Ltd,2010-03-01,https://lobbyists.ag.gov.au/register
Murdoch Children’s Research Institute,Jo Scard Pty Ltd,2024-11-14,https://lobbyists.ag.gov.au/register
Murdoch Children's Research Institute,Hawker Britton Group Pty Ltd,2022-07-18,https://lobbyists.ag.gov.au/register
Murdoch Children's Research Institute,RedBridge Group Pty Ltd,2022-09-13,https://lobbyists.ag.gov.au/register
Murray River Group of Councils,Counsel House Pty Ltd,2022-11-22,https://lobbyists.ag.gov.au/register
MyDNA,Jannette Cotterell,2020-01-02,https://lobbyists.ag.gov.au/register
MYOB AUSTRALIA PTY LTD,Anacta Strategies Pty Ltd,2024-05-07,https://lobbyists.ag.gov.au/register
Myriota Pty Ltd,Perdition Road Pty Limited,2023-06-26,https://lobbyists.ag.gov.au/register
MyState Limited,Advisory Street,2020-07-13,https://lobbyists.ag.gov.au/register
MyStay International Pty Ltd,Hawker Britton Group Pty Ltd,2024-06-18,https://lobbyists.ag.gov.au/register
Narwie Partnership,Arche Holdings Pty Ltd,2024-09-04,https://lobbyists.ag.gov.au/register
Nation Management Pty Ltd,The Premier Communications Group Pty Ltd.,2024-04-05,https://lobbyists.ag.gov.au/register
National Aboriginal and Torres Strait Islander Education Corporation,Hawker Britton Group Pty Ltd,2024-07-02,https://lobbyists.ag.gov.au/register
NATIONAL ABORIGINAL AND TORRES STRAIT ISLANDER HOUSING ASSOCIATION LIMITED,Jo Scard Pty Ltd,2024-09-27,https://lobbyists.ag.gov.au/register
National Advisory Pty Ltd,Shaw Advisory Pty Ltd,2020-01-16,https://lobbyists.ag.gov.au/register
National Ageing Research Institute Limited,CPR Communications & Public Relations Pty Ltd,2018-10-26,https://lobbyists.ag.gov.au/register
National Apprentice Employment Network,The Trustee for the Bowden Family Trust,2018-02-01,https://lobbyists.ag.gov.au/register
National Association Of Community Legal Centres,Social Change Projects Pty Ltd,2024-08-28,https://lobbyists.ag.gov.au/register
National Association of Women in Construction,TG Public Affairs Pty Ltd,2024-03-20,https://lobbyists.ag.gov.au/register
National Automotive Leasing and Salary Packaging Association,Cornerstone Group Australia Pty Ltd,2021-10-06,https://lobbyists.ag.gov.au/register
National Automotive Leasing and Salary Packaging Association,DPG Advisory Solutions,2019-08-05,https://lobbyists.ag.gov.au/register
National Catholic Education Commission,Govstrat Pty Ltd,2023-02-17,https://lobbyists.ag.gov.au/register
National Credit Providers Association,SAS Consulting Group Pty Ltd,2019-01-21,https://lobbyists.ag.gov.au/register
National Electrical and Communications Association NSW,Wilkinson Butler Pty Ltd,2018-01-18,https://lobbyists.ag.gov.au/register
National Grid Company Pty Ltd,Advanced Outcomes,2021-01-06,https://lobbyists.ag.gov.au/register
National Growth Areas Alliance,Hawker Britton Group Pty Ltd,2024-09-04,https://lobbyists.ag.gov.au/register
National Heart Foundation of Australia,The Civic Partnership Pty Ltd,2024-07-26,https://lobbyists.ag.gov.au/register
National Heart Foundation of Australia,CPR Communications & Public Relations Pty Ltd,2024-07-26,https://lobbyists.ag.gov.au/register
NATIONAL HEART FOUNDATION OF AUSTRALIA,OGILVY HEALTH PTY LTD,2021-07-14,https://lobbyists.ag.gov.au/register
National Institute of Dramatic Art,Hawker Britton Group Pty Ltd,2022-07-04,https://lobbyists.ag.gov.au/register
National Insurance Brokers Association of Australia,Counsel House Pty Ltd,2024-09-19,https://lobbyists.ag.gov.au/register
National Outside School Hours Service Alliance (NOSHSA),GRACosway Pty Ltd,2023-12-21,https://lobbyists.ag.gov.au/register
National Pharmaceutical Services Association Limited.,Insight Strategy,2023-07-03,https://lobbyists.ag.gov.au/register
National Pharmacies,Government Relations Solutions Pty Ltd,2014-02-18,https://lobbyists.ag.gov.au/register
National Pork Producers Council,Barton Deakin Pty Ltd,2014-02-24,https://lobbyists.ag.gov.au/register
National Pork Producers Council,Hawker Britton Group Pty Ltd,2016-07-06,https://lobbyists.ag.gov.au/register
National Railways,The Influence Corporation Pty. Ltd.,2023-11-01,https://lobbyists.ag.gov.au/register
National Retail Association,SAS Consulting Group Pty Ltd,2022-07-22,https://lobbyists.ag.gov.au/register
NATIONAL ROAD TRANSPORT ASSOCIATION LIMITED,Primary Communication Partners Pty Limited,2021-05-04,https://lobbyists.ag.gov.au/register
National Security Association of Australia,BB Win Win Outcomes,2024-05-16,https://lobbyists.ag.gov.au/register
National Strategies LLC,CMAX Communications Pty Ltd,2024-12-11,https://lobbyists.ag.gov.au/register
National Trust of Australia (Queensland) Limited,Horizon GR Pty Ltd,2023-06-19,https://lobbyists.ag.gov.au/register
National Waste Recycling Industry Council,Chris Hayes Consulting,2022-09-20,https://lobbyists.ag.gov.au/register
Natures Coin,Media and Public Affairs Australia,2018-07-08,https://lobbyists.ag.gov.au/register
Navantia Australia Pty Ltd,The Trustee for Upper Limit Trust,2022-02-08,https://lobbyists.ag.gov.au/register
NAVANTIA AUSTRALIA PTY LTD,CMAX Communications Pty Ltd,2022-02-15,https://lobbyists.ag.gov.au/register
NBN Co Limited,Spectrum Solutions Australia,2023-10-09,https://lobbyists.ag.gov.au/register
NeedleCalm,Provocate Pty Ltd,2023-09-20,https://lobbyists.ag.gov.au/register
Nestle Australia,Wilkinson Butler Pty Ltd,2013-07-03,https://lobbyists.ag.gov.au/register
Nestlé Australia Ltd,Kirchmann Management Consultants Pty Ltd,2022-07-14,https://lobbyists.ag.gov.au/register
NetApp,Nexus APAC Pty Ltd,2024-07-08,https://lobbyists.ag.gov.au/register
NetApp Pty Ltd (“NetApp”),Precision Public Affairs Pty Ltd,2024-07-15,https://lobbyists.ag.gov.au/register
Netball Australia,York Park Group Pty Ltd,2024-01-15,https://lobbyists.ag.gov.au/register
Netball WA,CGM Communications Pty Ltd,2024-07-12,https://lobbyists.ag.gov.au/register
Netflix Australia Pty Ltd,Policy Australia,2020-09-23,https://lobbyists.ag.gov.au/register
Netflix Inc,Policy Australia,2023-07-10,https://lobbyists.ag.gov.au/register
Netscout,Hawker Britton Group Pty Ltd,2022-07-18,https://lobbyists.ag.gov.au/register
Neurizer Limited,Iain Evans as Trustee for the Iain Evans Consulting Trust,2023-02-03,https://lobbyists.ag.gov.au/register
NEURO OPTICA OPERATIONS PTY LTD,GRACosway Pty Ltd,2024-03-25,https://lobbyists.ag.gov.au/register
Neuroblastoma Australia,CT GROUP (AUSTRALIA) PTY LTD,2024-05-09,https://lobbyists.ag.gov.au/register
Neurological Alliance Australia,Dunn & Co Advisory Pty Ltd,2024-12-11,https://lobbyists.ag.gov.au/register
Neuron Mobility,Public Affairs and Campaigns Australia Pty Ltd,2020-08-28,https://lobbyists.ag.gov.au/register
Never Ltd,Dr Cameron Francis Hogan,2024-07-08,https://lobbyists.ag.gov.au/register
Neville-Smith Forest Products,Paramul Pty Ltd,2011-05-05,https://lobbyists.ag.gov.au/register
New Age Media Group,The Trustee for CHIKAROVSKI FAMILY TRUST,2024-01-25,https://lobbyists.ag.gov.au/register
New Zealand Carbon Farming,Diplomacy Pty Limited,2018-10-23,https://lobbyists.ag.gov.au/register
NewDirection Bellmere Pty Ltd,H/Advisors APA Pty Ltd,2023-11-02,https://lobbyists.ag.gov.au/register
Newhaul Bulk Pty Ltd,Purple Communications Australia Pty Ltd,2020-09-11,https://lobbyists.ag.gov.au/register
Newmont Australia,CGM Communications Pty Ltd,2023-07-20,https://lobbyists.ag.gov.au/register
Newmont Corporation,Dragoman Pty Ltd,2023-05-01,https://lobbyists.ag.gov.au/register
NewsXpress Pty Ltd,Sapphire Executive Business Services,2024-12-17,https://lobbyists.ag.gov.au/register
Newton Consulting International,Bondi Partners Advocacy Pty Ltd,2024-05-31,https://lobbyists.ag.gov.au/register
Newton Europe,FA McLachlan Consulting,2024-06-21,https://lobbyists.ag.gov.au/register
Newton Europe,Horizon GR Pty Ltd,2023-11-01,https://lobbyists.ag.gov.au/register
NEXT25,Anacta Strategies Pty Ltd,2024-10-22,https://lobbyists.ag.gov.au/register
NextDC Limited,Premier State Consulting Pty Ltd,2024-01-08,https://lobbyists.ag.gov.au/register
NextDC Limited,PremierNational Pty Ltd,2024-01-08,https://lobbyists.ag.gov.au/register
NextEd,Milner Strategic Services,2024-11-08,https://lobbyists.ag.gov.au/register
NextSense,Iconinc Holdings Pty Ltd,2023-05-02,https://lobbyists.ag.gov.au/register
NGP Group Services Pty Ltd,GRACosway Pty Ltd,2024-05-01,https://lobbyists.ag.gov.au/register
NIB Health Funds Ltd,TG Public Affairs Pty Ltd,2024-06-26,https://lobbyists.ag.gov.au/register
nib Thrive,Alistair Webster,2023-12-14,https://lobbyists.ag.gov.au/register
NILLUMBIK COMMUNITY HEALTH SERVICE LTD,Banksia Strategic Partners Pty Ltd,2024-12-09,https://lobbyists.ag.gov.au/register
NISI DOMINUS FRUSTRA PTY LIMITED,Operational Legal Australia Pty Ltd,2020-11-10,https://lobbyists.ag.gov.au/register
NISSAN MOTOR CO. (AUSTRALIA) PTY. LTD.,Edelman Australia Pty Ltd,2024-10-16,https://lobbyists.ag.gov.au/register
Noongar Chamber of Commerce and Industry,Purple Communications Australia Pty Ltd,2019-07-04,https://lobbyists.ag.gov.au/register
Norbit US Ltd,Seismic Asia Pacific Pty Ltd,2015-02-24,https://lobbyists.ag.gov.au/register
Norske Skog,Bartholomew Quinn and Associates Pty Ltd,2010-03-01,https://lobbyists.ag.gov.au/register
NORTH HARBOUR CLEAN ENERGY PTY LIMITED,EJF Advisory Pty Ltd,2023-11-13,https://lobbyists.ag.gov.au/register
North Sydney District Rugby League Football Club Limited,CT GROUP (AUSTRALIA) PTY LTD,2023-05-15,https://lobbyists.ag.gov.au/register
North Wanneroo Residents Association Inc.,Coode Holdings Pty Ltd,2018-09-06,https://lobbyists.ag.gov.au/register
Northern Aboriginal & Torres Strait Islander HOUSING ASSOCIATION,Jo Scard Pty Ltd,2024-08-09,https://lobbyists.ag.gov.au/register
Northern Minerals Ltd,EJF Advisory Pty Ltd,2023-11-01,https://lobbyists.ag.gov.au/register
Northern Territory Environment Centre,Jannette Cotterell,2024-02-13,https://lobbyists.ag.gov.au/register
Northrop Grumman Australia Pty Ltd,TG Public Affairs Pty Ltd,2023-11-22,https://lobbyists.ag.gov.au/register
Northrop Grumman Overseas Service Corporation,Electrotech Australia Pty Limited,2010-12-22,https://lobbyists.ag.gov.au/register
Novalith Technologies Pty Ltd,South Break Media,2024-07-08,https://lobbyists.ag.gov.au/register
NOVARTIS PHARMACEUTICALS AUSTRALIA PTY LIMITED,OGILVY HEALTH PTY LTD,2021-02-09,https://lobbyists.ag.gov.au/register
Novartis Pharmaceuticals Australia Pty Ltd,Nexus APAC Pty Ltd,2024-08-02,https://lobbyists.ag.gov.au/register
"Novavax, INC",Nexus APAC Pty Ltd,2020-09-25,https://lobbyists.ag.gov.au/register
Novo Nordisk Pharmaceuticals Pty Ltd,Astute Advocacy,2021-07-14,https://lobbyists.ag.gov.au/register
NOVO NORDISK PHARMACEUTICALS PTY. LIMITED,Shawview Consulting Australia Pty Ltd,2023-08-18,https://lobbyists.ag.gov.au/register
Nowshire P/L,Milner Strategic Services,2023-07-11,https://lobbyists.ag.gov.au/register
NRM REGIONS AUSTRALIA LTD,Jo Scard Pty Ltd,2024-10-14,https://lobbyists.ag.gov.au/register
NRN OPERATIONS PTY LTD,EJF Advisory Pty Ltd,2024-10-02,https://lobbyists.ag.gov.au/register
NSW Greyhound Breeders Owners & Trainers Association Limited,Walter William Secord,2024-05-24,https://lobbyists.ag.gov.au/register
NUFARM AUSTRALIA LIMITED,CMAX Communications Pty Ltd,2022-09-13,https://lobbyists.ag.gov.au/register
Nursing Education & Training Australia Pty Ltd,Making The World A Better Place Pty Ltd,2024-07-12,https://lobbyists.ag.gov.au/register
Nutricia Australia,Artem Health Pty Ltd,2024-03-04,https://lobbyists.ag.gov.au/register
Nutrien Ag Solutions,Scott Mitchell and Partners Pty Ltd,2020-02-10,https://lobbyists.ag.gov.au/register
Nutrien Ag Solutions,SEC Newgate Pty Limited,2023-09-29,https://lobbyists.ag.gov.au/register
Nuvento Pty Ltd,Making The World A Better Place Pty Ltd,2024-03-26,https://lobbyists.ag.gov.au/register
NVT Group Pty Ltd,The Trustee for CHIKAROVSKI FAMILY TRUST,2021-01-27,https://lobbyists.ag.gov.au/register
NXT BUILDING GROUP PTY LTD,EJF Advisory Pty Ltd,2023-06-20,https://lobbyists.ag.gov.au/register
Nyrstar,Antinomies Trust,2024-08-12,https://lobbyists.ag.gov.au/register
Nyrstar,Principle Advisory Pty Ltd,2023-05-25,https://lobbyists.ag.gov.au/register
NYRSTAR HOBART PTY LTD,Bartholomew Quinn and Associates Pty Ltd,2020-06-10,https://lobbyists.ag.gov.au/register
O’Brien Glass Industries Ltd,TG Public Affairs Pty Ltd,2024-09-03,https://lobbyists.ag.gov.au/register
Obesity Australia,Media and Public Affairs Australia,2018-07-08,https://lobbyists.ag.gov.au/register
Obesity Australia,The Shape Agency,2023-09-26,https://lobbyists.ag.gov.au/register
Ocean Modules Sweden AB,Seismic Asia Pacific Pty Ltd,2020-02-11,https://lobbyists.ag.gov.au/register
Ocean Pacific Group Pty Ltd,Spinks Advisory Pty Ltd,2024-12-13,https://lobbyists.ag.gov.au/register
Ocean Winds,Spring Street Advisory Pty Ltd,2023-07-13,https://lobbyists.ag.gov.au/register
OFFICEWORKS LTD,SEC Newgate Pty Limited,2020-04-24,https://lobbyists.ag.gov.au/register
OFFICEWORKS LTD,Horizon GR Pty Ltd,2024-10-08,https://lobbyists.ag.gov.au/register
OGL Group Pty Ltd,Public Affairs and Campaigns Australia Pty Ltd,2019-08-16,https://lobbyists.ag.gov.au/register
Older Persons Advocacy Network Ltd (OPAN),H/Advisors APA Pty Ltd,2020-11-04,https://lobbyists.ag.gov.au/register
Olivia Newton John Cancer and Wellness Research Centre,Media and Public Affairs Australia,2018-07-08,https://lobbyists.ag.gov.au/register
OMAZE AUSTRALIA PTY LTD,Counsel House Pty Ltd,2024-10-16,https://lobbyists.ag.gov.au/register
OMAZE AUSTRALIA PTY LTD,Sodali & Co Pty Ltd,2024-11-08,https://lobbyists.ag.gov.au/register
Omaze Inc.,GRACosway Pty Ltd,2024-03-12,https://lobbyists.ag.gov.au/register
OMERS Administration Corporation,S A McSweeney & Associates Pty Limited,2022-01-18,https://lobbyists.ag.gov.au/register
OmniGrip,EH Advisory,2024-05-15,https://lobbyists.ag.gov.au/register
OmniSpace,Comsult(Aust) Pty Ltd,2012-06-26,https://lobbyists.ag.gov.au/register
OMSB Pty Ltd,Purple Communications Australia Pty Ltd,2024-02-02,https://lobbyists.ag.gov.au/register
Oncall Language Services Pty Ltd,John Fetter Group Pty Ltd,2024-05-10,https://lobbyists.ag.gov.au/register
OncoBeta theraputics Pty Ltd,Scott Mitchell and Partners Pty Ltd,2024-01-22,https://lobbyists.ag.gov.au/register
One Gippsland,Collective Position Group Pty Ltd,2018-07-03,https://lobbyists.ag.gov.au/register
One in 5000 Foundation Inc,Gregory Robert Male,2017-09-18,https://lobbyists.ag.gov.au/register
Online Education Services,Lunik Pty Ltd,2021-09-15,https://lobbyists.ag.gov.au/register
Online Hate Prevention Institute (OHPI),First Tier Media Pty Ltd,2023-04-12,https://lobbyists.ag.gov.au/register
ONTHEGO Group Pty Ltd,Sports Hydrant Pty Ltd,2020-07-14,https://lobbyists.ag.gov.au/register
OOH!MEDIA OPERATIONS PTY LIMITED,The Trustee for CHIKAROVSKI FAMILY TRUST,2018-10-18,https://lobbyists.ag.gov.au/register
OpenAI,Bourke Street Advisory,2024-07-24,https://lobbyists.ag.gov.au/register
Optic Security Group,Capetal Advisory Pty Ltd,2024-08-05,https://lobbyists.ag.gov.au/register
Option Funds Management Limited,The Trustee for CHIKAROVSKI FAMILY TRUST,2016-05-16,https://lobbyists.ag.gov.au/register
Optiver Pty Ltd,TSB Advisory Pty Ltd,2022-01-24,https://lobbyists.ag.gov.au/register
Optometry Australia,National Advisory Pty Ltd,2020-04-21,https://lobbyists.ag.gov.au/register
Optus,Making The World A Better Place Pty Ltd,2023-07-07,https://lobbyists.ag.gov.au/register
Optus,TG Public Affairs Pty Ltd,2023-01-17,https://lobbyists.ag.gov.au/register
Oral Health Care Training and Education,Hawkshaw Pty Ltd,2023-02-03,https://lobbyists.ag.gov.au/register
Oral Tech Al Pty Ltd,Hawkshaw Pty Ltd,2024-07-01,https://lobbyists.ag.gov.au/register
Oran Safety Glass,Intercorp Pty Ltd,2020-02-20,https://lobbyists.ag.gov.au/register
Orange Sky Australia Limited,JP STRATEGIC ADVISORY PTY LTD,2024-06-12,https://lobbyists.ag.gov.au/register
Orica,DPG Advisory Solutions,2022-11-22,https://lobbyists.ag.gov.au/register
Orion Health,Iconinc Holdings Pty Ltd,2023-05-02,https://lobbyists.ag.gov.au/register
Orion Resource Partners,Rainmaker Strategic Planning Pty Ltd,2024-10-21,https://lobbyists.ag.gov.au/register
Orion Resource Partners,Crisis&Comms Co Pty Ltd,2024-11-04,https://lobbyists.ag.gov.au/register
Orion Sovereign Group Pty Ltd,Burbank Martial Pty Ltd,2023-03-22,https://lobbyists.ag.gov.au/register
Orion Sovereign Group Pty Ltd (operating as OSG Australia),BB Win Win Outcomes,2022-09-13,https://lobbyists.ag.gov.au/register
Orora Limited,TG Public Affairs Pty Ltd,2023-10-17,https://lobbyists.ag.gov.au/register
Orpharma Pty Ltd,Kirchmann Management Consultants Pty Ltd,2015-09-16,https://lobbyists.ag.gov.au/register
Orro Pty Ltd,GRA Partners Pty Ltd,2023-08-07,https://lobbyists.ag.gov.au/register
Orthocell Ltd,Wurley Group Pty Ltd,2023-04-13,https://lobbyists.ag.gov.au/register
OSG,Leonis Advisory,2024-08-05,https://lobbyists.ag.gov.au/register
OURANOS SYSTEMS PTY LTD,Heimdall Consulting Pty Ltd,2023-07-18,https://lobbyists.ag.gov.au/register
Outside School Hours Council of Australia Ltd,GRACosway Pty Ltd,2020-10-21,https://lobbyists.ag.gov.au/register
Ovarian Cancer Australia Limited,GRACosway Pty Ltd,2015-02-04,https://lobbyists.ag.gov.au/register
OX2 HOLDINGS AUSTRALIA PTY LTD,TG Public Affairs Pty Ltd,2024-10-02,https://lobbyists.ag.gov.au/register
OYO Corporation,Seismic Asia Pacific Pty Ltd,2022-02-08,https://lobbyists.ag.gov.au/register
OzHarvest Limited,EJF Advisory Pty Ltd,2024-02-20,https://lobbyists.ag.gov.au/register
Ozy Homes Pty Ltd,Cornerstone Group Australia Pty Ltd,2024-07-10,https://lobbyists.ag.gov.au/register
P.V AATHREYA & Others,Premier State Consulting Pty Ltd,2024-09-11,https://lobbyists.ag.gov.au/register
P.V AATHREYA & Others,PremierNational Pty Ltd,2024-09-11,https://lobbyists.ag.gov.au/register
